FileNames	Class	Clusters
table_2714.pcd	table	-1
car_400.pcd	car	10
knife_373.pcd	knife	7
chair_979.pcd	chair	13
airplane_2109.pcd	airplane	-1
chair_714.pcd	chair	-1
table_5221.pcd	table	-1
lamp_1262.pcd	lamp	-1
chair_2152.pcd	chair	4
airplane_2144.pcd	airplane	21
airplane_2253.pcd	airplane	21
table_978.pcd	table	-1
table_3313.pcd	table	-1
table_1718.pcd	table	7
table_2668.pcd	table	-1
table_1730.pcd	table	-1
chair_108.pcd	chair	13
lamp_1053.pcd	lamp	7
chair_1892.pcd	chair	13
table_4942.pcd	table	-1
table_2128.pcd	table	27
lamp_137.pcd	lamp	-1
lamp_1465.pcd	lamp	7
airplane_898.pcd	airplane	17
table_5184.pcd	table	-1
laptop_299.pcd	laptop	2
chair_1502.pcd	chair	-1
knife_141.pcd	knife	7
table_4252.pcd	table	-1
guitar_635.pcd	guitar	7
airplane_2324.pcd	airplane	25
rocket_23.pcd	rocket	18
table_3311.pcd	table	-1
guitar_308.pcd	guitar	7
table_2180.pcd	table	-1
table_3077.pcd	table	-1
airplane_1492.pcd	airplane	20
knife_172.pcd	knife	7
car_943.pcd	car	10
car_1389.pcd	car	10
guitar_520.pcd	guitar	7
car_1334.pcd	car	10
table_4501.pcd	table	-1
table_116.pcd	table	-1
chair_1313.pcd	chair	13
table_2282.pcd	table	-1
knife_36.pcd	knife	7
chair_2831.pcd	chair	-1
table_3891.pcd	table	27
lamp_874.pcd	lamp	-1
table_4717.pcd	table	-1
airplane_1563.pcd	airplane	17
table_3894.pcd	table	-1
chair_3725.pcd	chair	13
chair_2579.pcd	chair	13
table_4098.pcd	table	-1
airplane_1538.pcd	airplane	32
table_5256.pcd	table	27
chair_2236.pcd	chair	13
chair_1217.pcd	chair	-1
car_489.pcd	car	10
airplane_1645.pcd	airplane	-1
mug_167.pcd	mug	-1
chair_2903.pcd	chair	-1
lamp_812.pcd	lamp	5
table_4863.pcd	table	-1
airplane_1792.pcd	airplane	-1
lamp_1182.pcd	lamp	-1
mug_92.pcd	mug	1
motorbike_22.pcd	motorbike	-1
chair_3467.pcd	chair	13
table_751.pcd	table	27
lamp_1313.pcd	lamp	5
airplane_1890.pcd	airplane	35
mug_83.pcd	mug	-1
table_124.pcd	table	24
chair_2121.pcd	chair	13
mug_155.pcd	mug	-1
table_4362.pcd	table	-1
lamp_281.pcd	lamp	7
airplane_2373.pcd	airplane	-1
chair_2823.pcd	chair	4
airplane_1986.pcd	airplane	-1
table_4094.pcd	table	27
airplane_2388.pcd	airplane	-1
table_510.pcd	table	-1
lamp_810.pcd	lamp	-1
car_1490.pcd	car	-1
airplane_1319.pcd	airplane	34
table_3725.pcd	table	-1
chair_1569.pcd	chair	-1
guitar_721.pcd	guitar	7
mug_152.pcd	mug	1
lamp_1402.pcd	lamp	7
table_551.pcd	table	-1
chair_518.pcd	chair	13
table_3961.pcd	table	-1
lamp_1036.pcd	lamp	-1
bag_31.pcd	bag	-1
car_1385.pcd	car	10
knife_365.pcd	knife	7
table_3750.pcd	table	-1
laptop_416.pcd	laptop	2
skateboard_66.pcd	skateboard	9
knife_143.pcd	knife	7
lamp_634.pcd	lamp	7
table_4003.pcd	table	-1
table_4422.pcd	table	27
table_4041.pcd	table	-1
chair_1071.pcd	chair	13
car_509.pcd	car	10
table_3407.pcd	table	8
car_641.pcd	car	10
airplane_2013.pcd	airplane	-1
table_2381.pcd	table	-1
guitar_712.pcd	guitar	7
car_141.pcd	car	10
chair_3356.pcd	chair	13
car_313.pcd	car	10
chair_1215.pcd	chair	13
chair_1610.pcd	chair	-1
chair_2125.pcd	chair	13
table_1916.pcd	table	-1
table_4976.pcd	table	27
table_2461.pcd	table	-1
airplane_2531.pcd	airplane	15
chair_2687.pcd	chair	-1
motorbike_181.pcd	motorbike	11
table_4775.pcd	table	-1
lamp_1468.pcd	lamp	-1
table_367.pcd	table	-1
table_4427.pcd	table	-1
lamp_613.pcd	lamp	-1
airplane_1274.pcd	airplane	-1
table_2867.pcd	table	-1
table_3021.pcd	table	-1
table_24.pcd	table	24
chair_671.pcd	chair	13
chair_2021.pcd	chair	13
table_2825.pcd	table	-1
car_735.pcd	car	10
chair_401.pcd	chair	13
pistol_90.pcd	pistol	18
airplane_1266.pcd	airplane	17
car_196.pcd	car	10
car_1577.pcd	car	10
table_2535.pcd	table	-1
table_2324.pcd	table	27
chair_3013.pcd	chair	-1
guitar_506.pcd	guitar	7
chair_65.pcd	chair	13
table_2641.pcd	table	-1
airplane_2376.pcd	airplane	-1
car_1005.pcd	car	10
table_1306.pcd	table	27
lamp_67.pcd	lamp	7
car_1379.pcd	car	10
airplane_1169.pcd	airplane	17
chair_2989.pcd	chair	13
car_811.pcd	car	10
table_1048.pcd	table	27
car_1776.pcd	car	10
chair_3222.pcd	chair	13
guitar_324.pcd	guitar	7
table_666.pcd	table	-1
airplane_1335.pcd	airplane	-1
table_3334.pcd	table	27
table_3396.pcd	table	-1
chair_3427.pcd	chair	-1
table_404.pcd	table	-1
guitar_312.pcd	guitar	7
table_2444.pcd	table	-1
car_1262.pcd	car	10
guitar_526.pcd	guitar	7
table_3131.pcd	table	-1
airplane_2543.pcd	airplane	-1
car_1631.pcd	car	10
chair_2834.pcd	chair	13
lamp_1403.pcd	lamp	-1
table_453.pcd	table	-1
chair_448.pcd	chair	13
airplane_1557.pcd	airplane	-1
table_3882.pcd	table	-1
airplane_1662.pcd	airplane	-1
chair_2664.pcd	chair	13
car_1351.pcd	car	10
chair_517.pcd	chair	13
table_2227.pcd	table	-1
chair_2921.pcd	chair	13
car_1458.pcd	car	-1
table_1627.pcd	table	-1
airplane_913.pcd	airplane	-1
airplane_1042.pcd	airplane	-1
table_4898.pcd	table	-1
chair_2169.pcd	chair	-1
table_3057.pcd	table	-1
chair_3156.pcd	chair	4
airplane_46.pcd	airplane	17
airplane_366.pcd	airplane	-1
airplane_1505.pcd	airplane	-1
chair_146.pcd	chair	-1
car_1274.pcd	car	10
car_1542.pcd	car	-1
table_3195.pcd	table	-1
chair_1621.pcd	chair	13
chair_155.pcd	chair	-1
airplane_2522.pcd	airplane	30
car_1095.pcd	car	10
airplane_2267.pcd	airplane	21
chair_2858.pcd	chair	13
chair_2052.pcd	chair	-1
motorbike_142.pcd	motorbike	11
car_1276.pcd	car	10
chair_2555.pcd	chair	-1
car_875.pcd	car	10
chair_1743.pcd	chair	13
chair_1979.pcd	chair	13
chair_2420.pcd	chair	-1
table_3201.pcd	table	-1
table_3881.pcd	table	27
car_271.pcd	car	10
car_1283.pcd	car	10
chair_13.pcd	chair	13
table_4532.pcd	table	-1
table_705.pcd	table	-1
laptop_130.pcd	laptop	-1
chair_3277.pcd	chair	4
guitar_341.pcd	guitar	7
earphone_60.pcd	earphone	-1
guitar_551.pcd	guitar	7
car_167.pcd	car	10
chair_1029.pcd	chair	13
airplane_1478.pcd	airplane	21
cap_11.pcd	cap	0
chair_2227.pcd	chair	4
bag_65.pcd	bag	-1
table_4627.pcd	table	-1
laptop_177.pcd	laptop	2
car_1299.pcd	car	10
pistol_42.pcd	pistol	18
laptop_196.pcd	laptop	-1
car_2.pcd	car	10
table_938.pcd	table	27
table_3550.pcd	table	-1
lamp_518.pcd	lamp	-1
car_395.pcd	car	10
airplane_402.pcd	airplane	30
chair_254.pcd	chair	13
knife_62.pcd	knife	7
car_387.pcd	car	10
table_3202.pcd	table	-1
chair_2059.pcd	chair	-1
knife_334.pcd	knife	7
table_2040.pcd	table	-1
table_4923.pcd	table	-1
car_550.pcd	car	10
knife_26.pcd	knife	7
car_603.pcd	car	10
chair_2526.pcd	chair	-1
lamp_166.pcd	lamp	-1
table_3206.pcd	table	-1
lamp_149.pcd	lamp	-1
skateboard_133.pcd	skateboard	-1
guitar_558.pcd	guitar	7
guitar_178.pcd	guitar	7
lamp_766.pcd	lamp	7
chair_3252.pcd	chair	13
table_4403.pcd	table	-1
chair_196.pcd	chair	13
table_2183.pcd	table	-1
chair_265.pcd	chair	13
chair_2082.pcd	chair	-1
table_152.pcd	table	-1
airplane_1200.pcd	airplane	-1
table_1255.pcd	table	-1
table_1211.pcd	table	-1
airplane_2506.pcd	airplane	-1
lamp_556.pcd	lamp	7
table_3499.pcd	table	-1
laptop_155.pcd	laptop	2
table_4962.pcd	table	-1
chair_3329.pcd	chair	4
car_961.pcd	car	10
table_1025.pcd	table	-1
table_4728.pcd	table	-1
guitar_273.pcd	guitar	7
table_409.pcd	table	-1
table_2813.pcd	table	-1
table_3243.pcd	table	-1
bag_26.pcd	bag	-1
table_1879.pcd	table	27
car_1196.pcd	car	10
table_3394.pcd	table	27
airplane_2172.pcd	airplane	-1
bag_47.pcd	bag	-1
table_3963.pcd	table	-1
lamp_1146.pcd	lamp	-1
chair_2057.pcd	chair	13
chair_2509.pcd	chair	13
chair_3718.pcd	chair	-1
guitar_644.pcd	guitar	7
table_4248.pcd	table	-1
guitar_593.pcd	guitar	7
skateboard_63.pcd	skateboard	-1
airplane_923.pcd	airplane	20
table_1053.pcd	table	27
table_898.pcd	table	-1
table_1090.pcd	table	-1
motorbike_192.pcd	motorbike	11
knife_73.pcd	knife	7
table_3013.pcd	table	-1
car_1312.pcd	car	-1
guitar_10.pcd	guitar	7
table_3390.pcd	table	-1
chair_1485.pcd	chair	-1
lamp_829.pcd	lamp	-1
table_527.pcd	table	-1
laptop_63.pcd	laptop	2
guitar_256.pcd	guitar	7
chair_2888.pcd	chair	-1
table_4518.pcd	table	-1
car_1177.pcd	car	10
airplane_1836.pcd	airplane	16
guitar_429.pcd	guitar	7
table_2828.pcd	table	-1
table_2370.pcd	table	-1
laptop_162.pcd	laptop	2
car_746.pcd	car	10
lamp_1144.pcd	lamp	-1
lamp_405.pcd	lamp	-1
car_327.pcd	car	10
table_2499.pcd	table	-1
airplane_93.pcd	airplane	-1
car_484.pcd	car	10
table_1357.pcd	table	-1
airplane_136.pcd	airplane	34
car_1428.pcd	car	10
table_1067.pcd	table	-1
table_3376.pcd	table	-1
lamp_887.pcd	lamp	7
lamp_819.pcd	lamp	-1
car_718.pcd	car	10
chair_2075.pcd	chair	-1
table_4101.pcd	table	-1
car_23.pcd	car	10
lamp_433.pcd	lamp	-1
chair_1400.pcd	chair	13
chair_1808.pcd	chair	13
lamp_606.pcd	lamp	-1
table_3329.pcd	table	-1
table_1256.pcd	table	-1
lamp_649.pcd	lamp	7
knife_321.pcd	knife	7
table_849.pcd	table	-1
knife_7.pcd	knife	7
table_975.pcd	table	27
laptop_227.pcd	laptop	2
table_4649.pcd	table	-1
car_762.pcd	car	-1
lamp_1354.pcd	lamp	7
table_1594.pcd	table	-1
table_4668.pcd	table	-1
chair_2424.pcd	chair	13
table_3318.pcd	table	-1
table_100.pcd	table	-1
chair_3230.pcd	chair	13
table_3145.pcd	table	-1
table_1511.pcd	table	-1
table_3112.pcd	table	28
airplane_1467.pcd	airplane	-1
chair_1469.pcd	chair	4
chair_2536.pcd	chair	-1
mug_95.pcd	mug	1
airplane_761.pcd	airplane	30
guitar_615.pcd	guitar	7
table_1659.pcd	table	6
airplane_2475.pcd	airplane	-1
airplane_81.pcd	airplane	17
chair_1092.pcd	chair	-1
table_283.pcd	table	-1
skateboard_143.pcd	skateboard	9
table_3970.pcd	table	-1
laptop_318.pcd	laptop	-1
table_773.pcd	table	-1
table_2666.pcd	table	-1
lamp_1359.pcd	lamp	-1
table_1233.pcd	table	-1
chair_3168.pcd	chair	13
car_1188.pcd	car	10
skateboard_26.pcd	skateboard	9
car_870.pcd	car	10
airplane_1382.pcd	airplane	-1
airplane_2168.pcd	airplane	-1
airplane_967.pcd	airplane	-1
lamp_341.pcd	lamp	-1
chair_3638.pcd	chair	13
chair_1133.pcd	chair	-1
chair_1034.pcd	chair	13
mug_61.pcd	mug	1
chair_729.pcd	chair	-1
table_2916.pcd	table	-1
guitar_487.pcd	guitar	7
airplane_643.pcd	airplane	-1
guitar_306.pcd	guitar	7
table_2900.pcd	table	-1
table_416.pcd	table	-1
chair_3528.pcd	chair	13
table_4462.pcd	table	-1
lamp_550.pcd	lamp	-1
table_520.pcd	table	27
lamp_1355.pcd	lamp	-1
table_4877.pcd	table	-1
airplane_1575.pcd	airplane	31
table_2955.pcd	table	-1
chair_3085.pcd	chair	13
chair_1327.pcd	chair	-1
table_5006.pcd	table	-1
airplane_482.pcd	airplane	-1
chair_226.pcd	chair	-1
car_78.pcd	car	10
guitar_105.pcd	guitar	7
car_425.pcd	car	10
chair_3242.pcd	chair	-1
table_2893.pcd	table	-1
table_3878.pcd	table	-1
table_4411.pcd	table	-1
lamp_361.pcd	lamp	-1
airplane_2214.pcd	airplane	-1
table_3392.pcd	table	27
cap_31.pcd	cap	0
pistol_15.pcd	pistol	-1
chair_3683.pcd	chair	13
airplane_1197.pcd	airplane	-1
table_4709.pcd	table	-1
chair_610.pcd	chair	-1
table_2202.pcd	table	-1
table_73.pcd	table	-1
lamp_299.pcd	lamp	7
airplane_1773.pcd	airplane	-1
laptop_238.pcd	laptop	2
airplane_2595.pcd	airplane	16
chair_2191.pcd	chair	13
table_3020.pcd	table	-1
lamp_560.pcd	lamp	-1
chair_3438.pcd	chair	-1
table_2723.pcd	table	-1
lamp_347.pcd	lamp	7
motorbike_131.pcd	motorbike	-1
airplane_2148.pcd	airplane	-1
chair_958.pcd	chair	-1
chair_2988.pcd	chair	13
airplane_1805.pcd	airplane	16
table_4883.pcd	table	27
table_2629.pcd	table	-1
airplane_1298.pcd	airplane	17
chair_1039.pcd	chair	-1
table_1088.pcd	table	-1
car_207.pcd	car	10
guitar_504.pcd	guitar	7
airplane_469.pcd	airplane	17
chair_2210.pcd	chair	-1
chair_1192.pcd	chair	-1
table_2007.pcd	table	-1
table_2862.pcd	table	27
table_611.pcd	table	-1
chair_1238.pcd	chair	13
car_261.pcd	car	10
chair_3390.pcd	chair	-1
table_1584.pcd	table	28
lamp_837.pcd	lamp	7
laptop_435.pcd	laptop	2
airplane_2684.pcd	airplane	34
chair_2142.pcd	chair	13
table_3003.pcd	table	-1
guitar_561.pcd	guitar	7
skateboard_12.pcd	skateboard	9
airplane_1549.pcd	airplane	21
motorbike_186.pcd	motorbike	-1
car_1397.pcd	car	-1
laptop_80.pcd	laptop	-1
knife_96.pcd	knife	7
knife_227.pcd	knife	7
chair_1125.pcd	chair	-1
guitar_3.pcd	guitar	7
table_224.pcd	table	-1
guitar_80.pcd	guitar	7
lamp_828.pcd	lamp	-1
car_1164.pcd	car	10
table_1435.pcd	table	-1
chair_3564.pcd	chair	13
airplane_138.pcd	airplane	-1
table_4805.pcd	table	-1
table_5090.pcd	table	-1
airplane_84.pcd	airplane	21
skateboard_138.pcd	skateboard	9
airplane_2321.pcd	airplane	30
chair_366.pcd	chair	13
car_638.pcd	car	-1
car_54.pcd	car	-1
airplane_49.pcd	airplane	-1
lamp_273.pcd	lamp	7
table_1442.pcd	table	-1
laptop_305.pcd	laptop	2
table_5013.pcd	table	-1
table_3121.pcd	table	-1
table_4448.pcd	table	27
skateboard_30.pcd	skateboard	9
table_4802.pcd	table	-1
chair_3558.pcd	chair	-1
lamp_174.pcd	lamp	-1
lamp_501.pcd	lamp	-1
airplane_117.pcd	airplane	-1
table_3670.pcd	table	-1
table_2482.pcd	table	-1
car_1242.pcd	car	10
guitar_211.pcd	guitar	7
table_1603.pcd	table	-1
chair_424.pcd	chair	13
table_2081.pcd	table	-1
chair_960.pcd	chair	-1
chair_3346.pcd	chair	4
airplane_1937.pcd	airplane	17
rocket_21.pcd	rocket	18
lamp_336.pcd	lamp	7
table_3400.pcd	table	-1
knife_38.pcd	knife	7
airplane_1365.pcd	airplane	33
airplane_174.pcd	airplane	21
laptop_12.pcd	laptop	2
airplane_750.pcd	airplane	21
laptop_269.pcd	laptop	2
airplane_1790.pcd	airplane	-1
chair_131.pcd	chair	-1
table_830.pcd	table	-1
bag_17.pcd	bag	-1
car_1457.pcd	car	10
airplane_206.pcd	airplane	31
lamp_1001.pcd	lamp	-1
chair_2107.pcd	chair	-1
lamp_1484.pcd	lamp	7
lamp_258.pcd	lamp	-1
table_3052.pcd	table	-1
table_503.pcd	table	-1
table_3618.pcd	table	-1
airplane_2063.pcd	airplane	18
airplane_423.pcd	airplane	31
table_4926.pcd	table	-1
chair_1129.pcd	chair	13
table_1139.pcd	table	27
table_1260.pcd	table	-1
table_1250.pcd	table	-1
table_521.pcd	table	-1
chair_1524.pcd	chair	13
car_275.pcd	car	10
table_910.pcd	table	-1
table_2201.pcd	table	-1
chair_1897.pcd	chair	13
table_4563.pcd	table	-1
airplane_926.pcd	airplane	31
table_1384.pcd	table	-1
pistol_230.pcd	pistol	18
rocket_15.pcd	rocket	-1
chair_3624.pcd	chair	-1
car_1580.pcd	car	10
airplane_2061.pcd	airplane	-1
table_3281.pcd	table	-1
guitar_518.pcd	guitar	7
table_3485.pcd	table	-1
table_2133.pcd	table	-1
table_5079.pcd	table	27
table_1407.pcd	table	-1
chair_2539.pcd	chair	13
table_4129.pcd	table	-1
chair_767.pcd	chair	13
table_3104.pcd	table	27
table_1779.pcd	table	-1
table_1483.pcd	table	-1
table_1600.pcd	table	-1
chair_3514.pcd	chair	-1
table_4114.pcd	table	-1
airplane_2241.pcd	airplane	-1
airplane_2444.pcd	airplane	-1
lamp_811.pcd	lamp	7
chair_266.pcd	chair	-1
guitar_395.pcd	guitar	7
lamp_1342.pcd	lamp	7
airplane_1221.pcd	airplane	-1
knife_157.pcd	knife	7
table_1081.pcd	table	-1
table_496.pcd	table	-1
guitar_762.pcd	guitar	7
airplane_476.pcd	airplane	38
airplane_636.pcd	airplane	21
table_4974.pcd	table	-1
airplane_953.pcd	airplane	-1
chair_1914.pcd	chair	-1
airplane_1264.pcd	airplane	33
airplane_1843.pcd	airplane	34
airplane_280.pcd	airplane	19
lamp_130.pcd	lamp	-1
table_106.pcd	table	-1
table_1354.pcd	table	-1
airplane_349.pcd	airplane	-1
car_1511.pcd	car	10
chair_1993.pcd	chair	13
table_4377.pcd	table	-1
car_984.pcd	car	10
lamp_639.pcd	lamp	-1
car_457.pcd	car	-1
airplane_1910.pcd	airplane	16
table_5111.pcd	table	-1
chair_1431.pcd	chair	13
car_1612.pcd	car	10
table_3063.pcd	table	-1
table_2745.pcd	table	7
car_777.pcd	car	10
lamp_609.pcd	lamp	7
car_696.pcd	car	10
airplane_1782.pcd	airplane	-1
car_912.pcd	car	-1
car_1254.pcd	car	10
airplane_1571.pcd	airplane	-1
table_5144.pcd	table	24
chair_3679.pcd	chair	13
pistol_197.pcd	pistol	18
chair_3554.pcd	chair	-1
table_3746.pcd	table	27
table_423.pcd	table	-1
airplane_1644.pcd	airplane	-1
chair_1240.pcd	chair	13
chair_2723.pcd	chair	-1
chair_2414.pcd	chair	13
airplane_575.pcd	airplane	17
table_5259.pcd	table	-1
table_647.pcd	table	27
car_1178.pcd	car	10
chair_3121.pcd	chair	13
chair_3560.pcd	chair	-1
table_3885.pcd	table	-1
table_5121.pcd	table	-1
airplane_2658.pcd	airplane	16
earphone_62.pcd	earphone	7
knife_368.pcd	knife	7
table_4479.pcd	table	-1
lamp_535.pcd	lamp	-1
table_1799.pcd	table	27
lamp_704.pcd	lamp	-1
table_1491.pcd	table	27
chair_1056.pcd	chair	-1
car_1797.pcd	car	10
table_3158.pcd	table	-1
table_4779.pcd	table	-1
airplane_293.pcd	airplane	-1
mug_168.pcd	mug	1
knife_326.pcd	knife	7
chair_1276.pcd	chair	-1
airplane_156.pcd	airplane	21
laptop_419.pcd	laptop	2
chair_3605.pcd	chair	-1
chair_1366.pcd	chair	-1
car_1500.pcd	car	10
chair_1109.pcd	chair	13
table_368.pcd	table	-1
airplane_1312.pcd	airplane	-1
table_767.pcd	table	-1
car_945.pcd	car	10
table_2186.pcd	table	-1
car_1518.pcd	car	10
chair_1682.pcd	chair	13
car_506.pcd	car	10
chair_3137.pcd	chair	-1
table_3996.pcd	table	-1
car_929.pcd	car	10
chair_1409.pcd	chair	-1
airplane_1020.pcd	airplane	21
table_2176.pcd	table	-1
airplane_1776.pcd	airplane	17
lamp_680.pcd	lamp	-1
table_4494.pcd	table	-1
table_711.pcd	table	27
chair_2569.pcd	chair	13
chair_2294.pcd	chair	-1
chair_3580.pcd	chair	13
car_1561.pcd	car	-1
table_436.pcd	table	27
car_1075.pcd	car	-1
chair_1061.pcd	chair	13
car_1505.pcd	car	10
guitar_407.pcd	guitar	7
table_1944.pcd	table	7
table_1830.pcd	table	27
table_1646.pcd	table	27
mug_58.pcd	mug	1
laptop_332.pcd	laptop	2
table_4273.pcd	table	27
airplane_803.pcd	airplane	-1
chair_3062.pcd	chair	4
airplane_1459.pcd	airplane	-1
chair_1629.pcd	chair	-1
chair_3050.pcd	chair	-1
table_4063.pcd	table	-1
table_1725.pcd	table	3
table_4581.pcd	table	27
guitar_303.pcd	guitar	7
lamp_93.pcd	lamp	-1
chair_1146.pcd	chair	13
lamp_763.pcd	lamp	7
airplane_2307.pcd	airplane	32
chair_893.pcd	chair	13
rocket_40.pcd	rocket	-1
chair_1392.pcd	chair	13
table_1751.pcd	table	-1
table_3209.pcd	table	27
car_805.pcd	car	10
table_2284.pcd	table	27
table_1312.pcd	table	-1
table_3564.pcd	table	-1
lamp_519.pcd	lamp	7
table_4832.pcd	table	-1
airplane_1914.pcd	airplane	-1
chair_2933.pcd	chair	13
chair_3245.pcd	chair	-1
car_316.pcd	car	-1
airplane_635.pcd	airplane	17
lamp_1311.pcd	lamp	-1
chair_513.pcd	chair	13
guitar_544.pcd	guitar	7
table_41.pcd	table	-1
table_2515.pcd	table	-1
table_4810.pcd	table	27
chair_3323.pcd	chair	13
airplane_1397.pcd	airplane	17
chair_2277.pcd	chair	13
table_1031.pcd	table	-1
airplane_247.pcd	airplane	17
table_3707.pcd	table	-1
chair_1350.pcd	chair	13
table_1415.pcd	table	-1
lamp_1497.pcd	lamp	-1
airplane_1304.pcd	airplane	-1
car_1077.pcd	car	10
table_5169.pcd	table	-1
chair_1088.pcd	chair	-1
airplane_223.pcd	airplane	17
car_250.pcd	car	-1
airplane_561.pcd	airplane	15
table_4319.pcd	table	-1
table_4769.pcd	table	27
table_983.pcd	table	27
guitar_320.pcd	guitar	7
laptop_406.pcd	laptop	2
chair_2554.pcd	chair	13
guitar_325.pcd	guitar	7
airplane_2033.pcd	airplane	20
chair_2237.pcd	chair	13
chair_3586.pcd	chair	-1
table_3873.pcd	table	-1
car_231.pcd	car	10
table_3366.pcd	table	-1
table_1327.pcd	table	27
knife_236.pcd	knife	7
table_2497.pcd	table	-1
chair_383.pcd	chair	13
airplane_1963.pcd	airplane	-1
car_1816.pcd	car	10
table_4815.pcd	table	-1
laptop_132.pcd	laptop	2
laptop_176.pcd	laptop	2
table_1754.pcd	table	-1
chair_84.pcd	chair	-1
table_1188.pcd	table	-1
table_2881.pcd	table	-1
cap_3.pcd	cap	-1
table_3758.pcd	table	-1
table_498.pcd	table	27
table_2738.pcd	table	-1
chair_1374.pcd	chair	-1
table_2075.pcd	table	-1
lamp_324.pcd	lamp	7
lamp_1525.pcd	lamp	-1
airplane_2167.pcd	airplane	-1
airplane_185.pcd	airplane	30
airplane_2344.pcd	airplane	17
car_1817.pcd	car	-1
chair_3731.pcd	chair	-1
knife_308.pcd	knife	7
car_1315.pcd	car	-1
pistol_273.pcd	pistol	18
table_1434.pcd	table	27
pistol_101.pcd	pistol	-1
airplane_1008.pcd	airplane	29
table_2033.pcd	table	-1
guitar_34.pcd	guitar	7
table_208.pcd	table	-1
table_420.pcd	table	28
table_1202.pcd	table	24
laptop_258.pcd	laptop	2
car_559.pcd	car	10
car_648.pcd	car	10
table_1759.pcd	table	-1
table_1078.pcd	table	-1
airplane_645.pcd	airplane	16
car_1489.pcd	car	10
table_5092.pcd	table	-1
chair_3392.pcd	chair	13
airplane_1268.pcd	airplane	-1
table_929.pcd	table	27
chair_3240.pcd	chair	13
earphone_15.pcd	earphone	-1
table_3260.pcd	table	-1
chair_3653.pcd	chair	13
chair_737.pcd	chair	13
lamp_798.pcd	lamp	-1
table_4297.pcd	table	3
chair_2900.pcd	chair	13
airplane_992.pcd	airplane	-1
pistol_117.pcd	pistol	-1
laptop_259.pcd	laptop	2
airplane_1613.pcd	airplane	-1
airplane_198.pcd	airplane	-1
table_2447.pcd	table	-1
table_2986.pcd	table	-1
mug_153.pcd	mug	-1
table_1592.pcd	table	27
table_592.pcd	table	-1
guitar_673.pcd	guitar	7
table_465.pcd	table	-1
airplane_1745.pcd	airplane	-1
lamp_1042.pcd	lamp	-1
table_66.pcd	table	-1
lamp_1229.pcd	lamp	7
chair_1389.pcd	chair	13
laptop_42.pcd	laptop	2
table_218.pcd	table	-1
chair_1887.pcd	chair	-1
table_2460.pcd	table	-1
car_794.pcd	car	10
table_3633.pcd	table	-1
airplane_1092.pcd	airplane	-1
chair_3498.pcd	chair	-1
chair_475.pcd	chair	13
lamp_561.pcd	lamp	-1
table_1326.pcd	table	-1
chair_409.pcd	chair	-1
car_1395.pcd	car	10
car_524.pcd	car	10
car_1260.pcd	car	10
chair_3593.pcd	chair	-1
chair_2444.pcd	chair	13
chair_1019.pcd	chair	13
table_3433.pcd	table	-1
chair_2345.pcd	chair	-1
airplane_74.pcd	airplane	-1
table_2500.pcd	table	-1
airplane_1361.pcd	airplane	31
chair_3367.pcd	chair	13
lamp_1240.pcd	lamp	-1
table_2274.pcd	table	-1
airplane_498.pcd	airplane	-1
earphone_59.pcd	earphone	-1
airplane_6.pcd	airplane	17
lamp_981.pcd	lamp	-1
chair_3584.pcd	chair	-1
table_2496.pcd	table	-1
table_1741.pcd	table	-1
lamp_1527.pcd	lamp	-1
table_4708.pcd	table	-1
chair_1884.pcd	chair	13
chair_3720.pcd	chair	-1
table_4917.pcd	table	27
table_4938.pcd	table	-1
guitar_202.pcd	guitar	7
table_3679.pcd	table	27
chair_594.pcd	chair	-1
table_2842.pcd	table	-1
guitar_103.pcd	guitar	7
motorbike_183.pcd	motorbike	-1
chair_2700.pcd	chair	-1
airplane_492.pcd	airplane	-1
motorbike_165.pcd	motorbike	11
car_267.pcd	car	10
airplane_281.pcd	airplane	-1
table_2035.pcd	table	-1
table_955.pcd	table	-1
chair_3480.pcd	chair	13
table_3255.pcd	table	-1
mug_20.pcd	mug	1
guitar_691.pcd	guitar	7
car_1477.pcd	car	10
airplane_2505.pcd	airplane	-1
car_895.pcd	car	10
table_18.pcd	table	-1
table_168.pcd	table	-1
airplane_2147.pcd	airplane	-1
car_1111.pcd	car	-1
chair_3110.pcd	chair	-1
airplane_982.pcd	airplane	32
table_2458.pcd	table	27
car_958.pcd	car	10
mug_78.pcd	mug	1
knife_21.pcd	knife	7
table_225.pcd	table	-1
table_1383.pcd	table	-1
lamp_251.pcd	lamp	-1
airplane_2447.pcd	airplane	-1
chair_2772.pcd	chair	13
airplane_1855.pcd	airplane	19
airplane_1093.pcd	airplane	17
chair_2820.pcd	chair	13
airplane_661.pcd	airplane	35
lamp_1134.pcd	lamp	7
table_1440.pcd	table	-1
table_3700.pcd	table	-1
lamp_1031.pcd	lamp	7
guitar_20.pcd	guitar	7
chair_1863.pcd	chair	13
chair_3292.pcd	chair	-1
table_2224.pcd	table	-1
rocket_38.pcd	rocket	18
table_1635.pcd	table	-1
chair_215.pcd	chair	-1
table_1534.pcd	table	-1
table_909.pcd	table	-1
chair_3610.pcd	chair	-1
table_3298.pcd	table	24
table_3008.pcd	table	-1
guitar_509.pcd	guitar	7
car_975.pcd	car	10
pistol_266.pcd	pistol	18
lamp_445.pcd	lamp	-1
car_1375.pcd	car	-1
chair_359.pcd	chair	4
table_1422.pcd	table	-1
lamp_1014.pcd	lamp	7
chair_925.pcd	chair	-1
lamp_212.pcd	lamp	7
