	FileNames	Class	Clusters
6608	knife_313.pcd	knife	7
6609	table_5068.pcd	table	-1
6610	table_324.pcd	table	-1
6611	lamp_764.pcd	lamp	-1
6612	airplane_1596.pcd	airplane	17
6613	chair_281.pcd	chair	-1
6614	car_174.pcd	car	10
6615	table_2750.pcd	table	-1
6616	chair_3254.pcd	chair	-1
6617	airplane_897.pcd	airplane	-1
6618	table_3945.pcd	table	-1
6619	chair_395.pcd	chair	-1
6620	airplane_2066.pcd	airplane	17
6621	car_1756.pcd	car	10
6622	chair_2597.pcd	chair	-1
6623	skateboard_142.pcd	skateboard	9
6624	chair_218.pcd	chair	-1
6625	airplane_2302.pcd	airplane	-1
6626	chair_3663.pcd	chair	-1
6627	cap_28.pcd	cap	-1
6628	chair_623.pcd	chair	-1
6629	chair_1766.pcd	chair	13
6630	motorbike_58.pcd	motorbike	-1
6631	airplane_1209.pcd	airplane	33
6632	car_1138.pcd	car	10
6633	car_1281.pcd	car	10
6634	chair_1367.pcd	chair	13
6635	guitar_557.pcd	guitar	7
6636	lamp_157.pcd	lamp	7
6637	chair_2533.pcd	chair	13
6638	table_3637.pcd	table	-1
6639	laptop_101.pcd	laptop	2
6640	lamp_1337.pcd	lamp	7
6641	table_1748.pcd	table	-1
6642	table_917.pcd	table	-1
6643	lamp_573.pcd	lamp	7
6644	chair_1165.pcd	chair	4
6645	table_1997.pcd	table	27
6646	lamp_917.pcd	lamp	-1
6647	guitar_254.pcd	guitar	7
6648	table_125.pcd	table	-1
6649	laptop_45.pcd	laptop	2
6650	chair_2943.pcd	chair	-1
6651	chair_2920.pcd	chair	13
6652	lamp_1521.pcd	lamp	7
6653	chair_1438.pcd	chair	13
6654	car_820.pcd	car	10
6655	lamp_1149.pcd	lamp	7
6656	table_3395.pcd	table	-1
6657	chair_2418.pcd	chair	13
6658	airplane_2539.pcd	airplane	15
6659	table_2345.pcd	table	-1
6660	chair_2659.pcd	chair	-1
6661	table_5240.pcd	table	-1
6662	table_1945.pcd	table	28
6663	lamp_1393.pcd	lamp	7
6664	car_1132.pcd	car	10
6665	skateboard_92.pcd	skateboard	9
6666	airplane_2119.pcd	airplane	36
6667	table_1017.pcd	table	-1
6668	airplane_249.pcd	airplane	-1
6669	table_3226.pcd	table	27
6670	lamp_1260.pcd	lamp	7
6671	airplane_1458.pcd	airplane	-1
6672	chair_3445.pcd	chair	-1
6673	laptop_304.pcd	laptop	2
6674	table_950.pcd	table	-1
6675	table_277.pcd	table	-1
6676	chair_2601.pcd	chair	-1
6677	car_952.pcd	car	-1
6678	airplane_1135.pcd	airplane	-1
6679	car_1100.pcd	car	10
6680	table_3426.pcd	table	-1
6681	car_142.pcd	car	10
6682	rocket_39.pcd	rocket	-1
6683	chair_1678.pcd	chair	-1
6684	airplane_2466.pcd	airplane	19
6685	table_4414.pcd	table	-1
6686	chair_2714.pcd	chair	-1
6687	table_967.pcd	table	-1
6688	table_3460.pcd	table	27
6689	chair_992.pcd	chair	-1
6690	table_3149.pcd	table	-1
6691	table_1670.pcd	table	-1
6692	chair_2791.pcd	chair	-1
6693	airplane_2291.pcd	airplane	30
6694	table_616.pcd	table	-1
6695	table_2268.pcd	table	-1
6696	chair_1045.pcd	chair	13
6697	car_1016.pcd	car	10
6698	table_2150.pcd	table	-1
6699	table_2240.pcd	table	-1
6700	airplane_401.pcd	airplane	-1
6701	chair_2011.pcd	chair	13
6702	chair_679.pcd	chair	-1
6703	chair_2259.pcd	chair	4
6704	lamp_779.pcd	lamp	7
6705	chair_1767.pcd	chair	-1
6706	car_1359.pcd	car	10
6707	lamp_9.pcd	lamp	7
6708	table_3992.pcd	table	-1
6709	car_50.pcd	car	10
6710	table_3921.pcd	table	-1
6711	car_495.pcd	car	10
6712	lamp_932.pcd	lamp	-1
6713	table_381.pcd	table	27
6714	car_1492.pcd	car	10
6715	lamp_1282.pcd	lamp	7
6716	table_2651.pcd	table	-1
6717	table_4336.pcd	table	-1
6718	table_2727.pcd	table	-1
6719	table_873.pcd	table	-1
6720	lamp_758.pcd	lamp	7
6721	chair_239.pcd	chair	-1
6722	mug_119.pcd	mug	1
6723	table_1633.pcd	table	-1
6724	guitar_268.pcd	guitar	7
6725	table_927.pcd	table	-1
6726	airplane_56.pcd	airplane	15
6727	airplane_1009.pcd	airplane	-1
6728	lamp_1333.pcd	lamp	7
6729	airplane_1179.pcd	airplane	36
6730	car_1321.pcd	car	10
6731	airplane_1340.pcd	airplane	17
6732	airplane_2666.pcd	airplane	17
6733	earphone_17.pcd	earphone	-1
6734	car_1015.pcd	car	10
6735	airplane_239.pcd	airplane	-1
6736	table_3831.pcd	table	-1
6737	laptop_57.pcd	laptop	2
6738	lamp_945.pcd	lamp	-1
6739	chair_2784.pcd	chair	-1
6740	table_3938.pcd	table	-1
6741	motorbike_79.pcd	motorbike	11
6742	airplane_1438.pcd	airplane	-1
6743	chair_3255.pcd	chair	-1
6744	car_1204.pcd	car	10
6745	table_5074.pcd	table	-1
6746	table_2934.pcd	table	-1
6747	table_1737.pcd	table	-1
6748	guitar_117.pcd	guitar	7
6749	chair_1132.pcd	chair	13
6750	chair_1803.pcd	chair	13
6751	airplane_2087.pcd	airplane	-1
6752	table_377.pcd	table	-1
6753	chair_2147.pcd	chair	13
6754	chair_3344.pcd	chair	-1
6755	table_598.pcd	table	27
6756	table_740.pcd	table	-1
6757	car_422.pcd	car	10
6758	table_1947.pcd	table	-1
6759	table_1344.pcd	table	-1
6760	table_4398.pcd	table	-1
6761	chair_776.pcd	chair	13
6762	table_1318.pcd	table	27
6763	motorbike_109.pcd	motorbike	11
6764	airplane_2227.pcd	airplane	-1
6765	guitar_15.pcd	guitar	7
6766	chair_3497.pcd	chair	13
6767	lamp_736.pcd	lamp	7
6768	airplane_78.pcd	airplane	-1
6769	knife_388.pcd	knife	7
6770	chair_2762.pcd	chair	13
6771	table_384.pcd	table	-1
6772	chair_2285.pcd	chair	-1
6773	lamp_185.pcd	lamp	7
6774	chair_2153.pcd	chair	-1
6775	table_3484.pcd	table	27
6776	airplane_2249.pcd	airplane	-1
6777	table_766.pcd	table	-1
6778	airplane_1086.pcd	airplane	-1
6779	lamp_454.pcd	lamp	7
6780	chair_2106.pcd	chair	13
6781	airplane_693.pcd	airplane	31
6782	motorbike_78.pcd	motorbike	11
6783	table_3840.pcd	table	-1
6784	table_1029.pcd	table	27
6785	lamp_1318.pcd	lamp	-1
6786	skateboard_109.pcd	skateboard	9
6787	table_2968.pcd	table	-1
6788	airplane_1336.pcd	airplane	-1
6789	guitar_174.pcd	guitar	7
6790	chair_1956.pcd	chair	13
6791	airplane_1761.pcd	airplane	-1
6792	chair_1006.pcd	chair	-1
6793	table_506.pcd	table	-1
6794	airplane_1057.pcd	airplane	-1
6795	car_156.pcd	car	10
6796	table_1618.pcd	table	-1
6797	guitar_194.pcd	guitar	7
6798	chair_867.pcd	chair	-1
6799	guitar_677.pcd	guitar	7
6800	lamp_893.pcd	lamp	5
6801	airplane_1464.pcd	airplane	-1
6802	airplane_2182.pcd	airplane	-1
6803	knife_223.pcd	knife	7
6804	lamp_1103.pcd	lamp	-1
6805	car_377.pcd	car	10
6806	airplane_238.pcd	airplane	-1
6807	laptop_393.pcd	laptop	2
6808	car_993.pcd	car	10
6809	chair_504.pcd	chair	13
6810	lamp_63.pcd	lamp	7
6811	laptop_316.pcd	laptop	2
6812	pistol_93.pcd	pistol	18
6813	pistol_181.pcd	pistol	18
6814	airplane_552.pcd	airplane	-1
6815	chair_3503.pcd	chair	-1
6816	car_456.pcd	car	-1
6817	airplane_1439.pcd	airplane	35
6818	table_2399.pcd	table	-1
6819	chair_488.pcd	chair	13
6820	rocket_6.pcd	rocket	18
6821	mug_156.pcd	mug	1
6822	car_630.pcd	car	10
6823	laptop_412.pcd	laptop	2
6824	lamp_768.pcd	lamp	7
6825	car_1054.pcd	car	10
6826	car_1215.pcd	car	10
6827	lamp_106.pcd	lamp	-1
6828	table_677.pcd	table	24
6829	chair_3031.pcd	chair	13
6830	airplane_1127.pcd	airplane	-1
6831	chair_2556.pcd	chair	-1
6832	airplane_1235.pcd	airplane	-1
6833	chair_3009.pcd	chair	13
6834	pistol_234.pcd	pistol	18
6835	table_1238.pcd	table	-1
6836	airplane_2685.pcd	airplane	-1
6837	table_2484.pcd	table	-1
6838	lamp_372.pcd	lamp	-1
6839	chair_628.pcd	chair	13
6840	airplane_1760.pcd	airplane	16
6841	airplane_528.pcd	airplane	-1
6842	airplane_9.pcd	airplane	-1
6843	guitar_261.pcd	guitar	7
6844	table_4653.pcd	table	-1
6845	lamp_4.pcd	lamp	-1
6846	chair_780.pcd	chair	-1
6847	chair_3169.pcd	chair	13
6848	airplane_939.pcd	airplane	-1
6849	guitar_366.pcd	guitar	7
6850	table_4163.pcd	table	27
6851	chair_1891.pcd	chair	-1
6852	chair_1695.pcd	chair	13
6853	car_1430.pcd	car	10
6854	table_2390.pcd	table	-1
6855	guitar_490.pcd	guitar	7
6856	chair_3297.pcd	chair	-1
6857	car_201.pcd	car	-1
6858	table_1918.pcd	table	-1
6859	airplane_1786.pcd	airplane	-1
6860	car_1154.pcd	car	10
6861	car_1745.pcd	car	-1
6862	motorbike_86.pcd	motorbike	-1
6863	lamp_617.pcd	lamp	-1
6864	table_4603.pcd	table	-1
6865	lamp_473.pcd	lamp	7
6866	lamp_1303.pcd	lamp	7
6867	airplane_1837.pcd	airplane	-1
6868	table_3214.pcd	table	-1
6869	guitar_267.pcd	guitar	7
6870	table_3218.pcd	table	24
6871	laptop_38.pcd	laptop	2
6872	chair_2459.pcd	chair	-1
6873	chair_2470.pcd	chair	-1
6874	knife_98.pcd	knife	7
6875	lamp_537.pcd	lamp	-1
6876	car_1159.pcd	car	10
6877	airplane_0.pcd	airplane	-1
6878	knife_325.pcd	knife	7
6879	chair_863.pcd	chair	-1
6880	chair_2016.pcd	chair	-1
6881	table_4262.pcd	table	-1
6882	car_1456.pcd	car	-1
6883	table_5183.pcd	table	-1
6884	table_1266.pcd	table	-1
6885	car_527.pcd	car	10
6886	car_695.pcd	car	10
6887	lamp_1307.pcd	lamp	7
6888	airplane_2310.pcd	airplane	19
6889	table_5155.pcd	table	-1
6890	rocket_61.pcd	rocket	18
6891	guitar_59.pcd	guitar	7
6892	airplane_1610.pcd	airplane	16
6893	lamp_1456.pcd	lamp	7
6894	chair_3225.pcd	chair	13
6895	airplane_685.pcd	airplane	-1
6896	lamp_12.pcd	lamp	-1
6897	airplane_2275.pcd	airplane	20
6898	guitar_390.pcd	guitar	7
6899	lamp_870.pcd	lamp	-1
6900	table_2189.pcd	table	-1
6901	lamp_646.pcd	lamp	-1
6902	table_5218.pcd	table	-1
6903	table_820.pcd	table	-1
6904	airplane_2348.pcd	airplane	22
6905	table_4602.pcd	table	-1
6906	table_317.pcd	table	-1
6907	earphone_63.pcd	earphone	-1
6908	chair_109.pcd	chair	4
6909	lamp_789.pcd	lamp	-1
6910	lamp_488.pcd	lamp	-1
6911	chair_2171.pcd	chair	-1
6912	table_645.pcd	table	-1
6913	table_1588.pcd	table	27
6914	chair_2611.pcd	chair	-1
6915	knife_215.pcd	knife	7
6916	chair_1881.pcd	chair	-1
6917	skateboard_113.pcd	skateboard	9
6918	guitar_527.pcd	guitar	7
6919	chair_1742.pcd	chair	13
6920	laptop_217.pcd	laptop	2
6921	airplane_305.pcd	airplane	26
6922	knife_265.pcd	knife	7
6923	pistol_258.pcd	pistol	18
6924	table_1634.pcd	table	-1
6925	airplane_874.pcd	airplane	-1
6926	chair_386.pcd	chair	-1
6927	pistol_89.pcd	pistol	-1
6928	table_2801.pcd	table	-1
6929	chair_900.pcd	chair	13
6930	chair_2894.pcd	chair	13
6931	lamp_1344.pcd	lamp	7
6932	table_949.pcd	table	-1
6933	table_3208.pcd	table	-1
6934	car_897.pcd	car	10
6935	car_1822.pcd	car	10
6936	chair_645.pcd	chair	13
6937	pistol_183.pcd	pistol	18
6938	table_4187.pcd	table	-1
6939	chair_2131.pcd	chair	-1
6940	chair_2080.pcd	chair	13
6941	table_725.pcd	table	-1
6942	car_488.pcd	car	10
6943	chair_3072.pcd	chair	-1
6944	table_1015.pcd	table	-1
6945	car_1615.pcd	car	10
6946	car_1421.pcd	car	10
6947	chair_2403.pcd	chair	13
6948	table_4827.pcd	table	-1
6949	motorbike_167.pcd	motorbike	11
6950	chair_2604.pcd	chair	13
6951	table_3593.pcd	table	27
6952	table_4941.pcd	table	-1
6953	lamp_436.pcd	lamp	-1
6954	table_118.pcd	table	-1
6955	laptop_91.pcd	laptop	-1
6956	chair_658.pcd	chair	-1
6957	guitar_349.pcd	guitar	7
6958	table_4710.pcd	table	-1
6959	table_1084.pcd	table	27
6960	table_4268.pcd	table	-1
6961	lamp_1147.pcd	lamp	-1
6962	airplane_2618.pcd	airplane	34
6963	guitar_344.pcd	guitar	7
6964	chair_541.pcd	chair	-1
6965	guitar_60.pcd	guitar	7
6966	table_4792.pcd	table	-1
6967	knife_16.pcd	knife	7
6968	table_543.pcd	table	-1
6969	table_1321.pcd	table	-1
6970	chair_1052.pcd	chair	13
6971	chair_588.pcd	chair	-1
6972	laptop_7.pcd	laptop	2
6973	table_5000.pcd	table	-1
6974	lamp_1171.pcd	lamp	7
6975	table_4233.pcd	table	-1
6976	earphone_51.pcd	earphone	-1
6977	car_724.pcd	car	10
6978	guitar_683.pcd	guitar	7
6979	guitar_411.pcd	guitar	7
6980	chair_3522.pcd	chair	-1
6981	laptop_440.pcd	laptop	2
6982	chair_2284.pcd	chair	-1
6983	guitar_745.pcd	guitar	7
6984	car_210.pcd	car	-1
6985	chair_2748.pcd	chair	-1
6986	chair_3076.pcd	chair	-1
6987	car_1220.pcd	car	10
6988	chair_819.pcd	chair	-1
6989	chair_1562.pcd	chair	-1
6990	airplane_868.pcd	airplane	-1
6991	chair_1714.pcd	chair	-1
6992	lamp_107.pcd	lamp	-1
6993	chair_3214.pcd	chair	4
6994	lamp_1339.pcd	lamp	7
6995	airplane_1902.pcd	airplane	35
6996	car_1086.pcd	car	10
6997	car_1589.pcd	car	10
6998	table_5204.pcd	table	-1
6999	chair_3596.pcd	chair	13
7000	car_1171.pcd	car	10
7001	table_4691.pcd	table	-1
7002	table_5025.pcd	table	28
7003	skateboard_89.pcd	skateboard	9
7004	chair_3460.pcd	chair	4
7005	chair_659.pcd	chair	13
7006	table_4009.pcd	table	-1
7007	airplane_2335.pcd	airplane	32
7008	airplane_1454.pcd	airplane	31
7009	lamp_1256.pcd	lamp	7
7010	table_2939.pcd	table	-1
7011	chair_699.pcd	chair	13
7012	chair_1472.pcd	chair	-1
7013	airplane_755.pcd	airplane	-1
7014	table_4905.pcd	table	-1
7015	chair_1504.pcd	chair	-1
7016	airplane_2641.pcd	airplane	-1
7017	table_4928.pcd	table	-1
7018	earphone_36.pcd	earphone	-1
7019	lamp_505.pcd	lamp	-1
7020	table_399.pcd	table	-1
7021	table_2476.pcd	table	-1
7022	chair_1662.pcd	chair	13
7023	table_3098.pcd	table	-1
7024	table_96.pcd	table	-1
7025	table_1455.pcd	table	-1
7026	laptop_237.pcd	laptop	2
7027	airplane_1789.pcd	airplane	-1
7028	airplane_1259.pcd	airplane	-1
7029	table_4924.pcd	table	-1
7030	table_2873.pcd	table	27
7031	chair_542.pcd	chair	-1
7032	lamp_87.pcd	lamp	7
7033	chair_234.pcd	chair	-1
7034	table_1668.pcd	table	-1
7035	airplane_2065.pcd	airplane	-1
7036	laptop_310.pcd	laptop	2
7037	airplane_1408.pcd	airplane	26
7038	guitar_427.pcd	guitar	7
7039	airplane_2263.pcd	airplane	17
7040	chair_280.pcd	chair	-1
7041	lamp_663.pcd	lamp	-1
7042	airplane_2270.pcd	airplane	21
7043	airplane_596.pcd	airplane	19
7044	table_4786.pcd	table	-1
7045	airplane_57.pcd	airplane	-1
7046	car_563.pcd	car	10
7047	airplane_1653.pcd	airplane	-1
7048	table_2245.pcd	table	-1
7049	table_1726.pcd	table	-1
7050	lamp_882.pcd	lamp	-1
7051	table_1098.pcd	table	-1
7052	motorbike_30.pcd	motorbike	-1
7053	lamp_1407.pcd	lamp	-1
7054	chair_3047.pcd	chair	13
7055	chair_1482.pcd	chair	13
7056	airplane_1300.pcd	airplane	-1
7057	table_2639.pcd	table	14
7058	table_3368.pcd	table	-1
7059	chair_1676.pcd	chair	13
7060	airplane_658.pcd	airplane	30
7061	airplane_2589.pcd	airplane	-1
7062	airplane_1318.pcd	airplane	20
7063	table_4120.pcd	table	28
7064	table_3247.pcd	table	-1
7065	table_2673.pcd	table	-1
7066	airplane_1051.pcd	airplane	-1
7067	table_2509.pcd	table	-1
7068	lamp_191.pcd	lamp	-1
7069	table_4179.pcd	table	-1
7070	table_370.pcd	table	-1
7071	chair_1512.pcd	chair	-1
7072	chair_790.pcd	chair	13
7073	table_2000.pcd	table	-1
7074	chair_1969.pcd	chair	13
7075	lamp_231.pcd	lamp	9
7076	car_787.pcd	car	10
7077	chair_2141.pcd	chair	13
7078	lamp_668.pcd	lamp	-1
7079	table_745.pcd	table	-1
7080	airplane_2591.pcd	airplane	16
7081	table_2784.pcd	table	-1
7082	lamp_439.pcd	lamp	7
7083	table_3267.pcd	table	-1
7084	chair_649.pcd	chair	-1
7085	lamp_406.pcd	lamp	-1
7086	table_2864.pcd	table	-1
7087	airplane_1272.pcd	airplane	-1
7088	airplane_2517.pcd	airplane	26
7089	car_1352.pcd	car	10
7090	guitar_323.pcd	guitar	7
7091	table_1272.pcd	table	-1
7092	table_3556.pcd	table	27
7093	guitar_640.pcd	guitar	7
7094	chair_2018.pcd	chair	13
7095	table_4442.pcd	table	-1
7096	lamp_145.pcd	lamp	-1
7097	car_1049.pcd	car	10
7098	car_368.pcd	car	10
7099	table_1039.pcd	table	-1
7100	chair_3582.pcd	chair	4
7101	airplane_649.pcd	airplane	21
7102	car_606.pcd	car	10
7103	chair_1403.pcd	chair	-1
7104	chair_2815.pcd	chair	13
7105	chair_1807.pcd	chair	13
7106	table_1387.pcd	table	-1
7107	chair_1024.pcd	chair	4
7108	chair_2617.pcd	chair	-1
7109	table_2904.pcd	table	-1
7110	table_82.pcd	table	-1
7111	chair_557.pcd	chair	-1
7112	table_1300.pcd	table	-1
7113	table_2662.pcd	table	27
7114	airplane_2020.pcd	airplane	21
7115	table_3178.pcd	table	-1
7116	car_947.pcd	car	10
7117	table_781.pcd	table	-1
7118	guitar_633.pcd	guitar	7
7119	car_1181.pcd	car	-1
7120	chair_1794.pcd	chair	13
7121	table_1787.pcd	table	27
7122	chair_2215.pcd	chair	13
7123	car_1523.pcd	car	10
7124	chair_3664.pcd	chair	-1
7125	car_1440.pcd	car	-1
7126	table_2638.pcd	table	-1
7127	chair_2178.pcd	chair	-1
7128	airplane_2149.pcd	airplane	-1
7129	table_2628.pcd	table	27
7130	guitar_353.pcd	guitar	7
7131	car_298.pcd	car	10
7132	chair_1453.pcd	chair	-1
7133	airplane_1916.pcd	airplane	20
7134	chair_1175.pcd	chair	-1
7135	guitar_581.pcd	guitar	7
7136	chair_1436.pcd	chair	13
7137	skateboard_129.pcd	skateboard	9
7138	airplane_37.pcd	airplane	-1
7139	table_2694.pcd	table	-1
7140	chair_730.pcd	chair	-1
7141	car_1803.pcd	car	10
7142	lamp_1461.pcd	lamp	-1
7143	guitar_338.pcd	guitar	7
7144	laptop_296.pcd	laptop	2
7145	airplane_1324.pcd	airplane	37
7146	airplane_2621.pcd	airplane	-1
7147	lamp_1514.pcd	lamp	-1
7148	car_1131.pcd	car	10
7149	car_957.pcd	car	10
7150	airplane_1531.pcd	airplane	-1
7151	table_1657.pcd	table	-1
7152	airplane_2389.pcd	airplane	-1
7153	airplane_1548.pcd	airplane	19
7154	table_3055.pcd	table	-1
7155	table_3804.pcd	table	-1
7156	laptop_47.pcd	laptop	2
7157	airplane_2243.pcd	airplane	20
7158	pistol_19.pcd	pistol	18
7159	earphone_54.pcd	earphone	-1
7160	car_227.pcd	car	-1
7161	car_1602.pcd	car	10
7162	chair_2415.pcd	chair	13
7163	earphone_56.pcd	earphone	-1
7164	chair_2290.pcd	chair	-1
7165	lamp_1197.pcd	lamp	7
7166	table_4181.pcd	table	-1
7167	airplane_1627.pcd	airplane	-1
7168	table_735.pcd	table	-1
7169	table_545.pcd	table	-1
7170	table_344.pcd	table	-1
7171	chair_2199.pcd	chair	-1
7172	table_4731.pcd	table	27
7173	airplane_304.pcd	airplane	19
7174	airplane_302.pcd	airplane	-1
7175	lamp_1464.pcd	lamp	7
7176	airplane_1510.pcd	airplane	17
7177	car_512.pcd	car	10
7178	car_532.pcd	car	10
7179	chair_3023.pcd	chair	-1
7180	table_3525.pcd	table	-1
7181	table_4538.pcd	table	-1
7182	airplane_1327.pcd	airplane	16
7183	car_1068.pcd	car	10
7184	chair_1701.pcd	chair	13
7185	chair_573.pcd	chair	13
7186	airplane_1737.pcd	airplane	32
7187	knife_380.pcd	knife	7
7188	lamp_1174.pcd	lamp	-1
7189	table_2308.pcd	table	27
7190	airplane_1991.pcd	airplane	-1
7191	table_133.pcd	table	27
7192	car_458.pcd	car	10
7193	table_1750.pcd	table	27
7194	chair_222.pcd	chair	-1
7195	car_1331.pcd	car	10
7196	table_4968.pcd	table	-1
7197	knife_120.pcd	knife	7
7198	car_1736.pcd	car	10
7199	chair_1514.pcd	chair	-1
7200	table_2920.pcd	table	-1
7201	knife_95.pcd	knife	7
7202	chair_350.pcd	chair	13
7203	table_5021.pcd	table	-1
7204	car_1108.pcd	car	10
7205	skateboard_90.pcd	skateboard	-1
7206	table_3263.pcd	table	-1
7207	table_798.pcd	table	27
7208	table_4320.pcd	table	-1
7209	airplane_2483.pcd	airplane	21
7210	airplane_1391.pcd	airplane	33
7211	table_881.pcd	table	-1
7212	pistol_30.pcd	pistol	18
7213	table_3760.pcd	table	-1
7214	chair_486.pcd	chair	13
7215	airplane_1630.pcd	airplane	-1
7216	airplane_327.pcd	airplane	-1
7217	laptop_327.pcd	laptop	2
7218	table_468.pcd	table	27
7219	lamp_978.pcd	lamp	7
7220	chair_3006.pcd	chair	-1
7221	skateboard_94.pcd	skateboard	-1
7222	car_172.pcd	car	10
7223	airplane_2485.pcd	airplane	16
7224	airplane_2032.pcd	airplane	-1
7225	guitar_377.pcd	guitar	7
7226	airplane_1307.pcd	airplane	-1
7227	knife_81.pcd	knife	7
7228	airplane_255.pcd	airplane	18
7229	airplane_1900.pcd	airplane	-1
7230	table_4800.pcd	table	-1
7231	airplane_1580.pcd	airplane	34
7232	airplane_2427.pcd	airplane	-1
7233	table_2327.pcd	table	27
7234	chair_2246.pcd	chair	13
7235	chair_3298.pcd	chair	13
7236	table_901.pcd	table	-1
7237	airplane_1649.pcd	airplane	-1
7238	airplane_1578.pcd	airplane	17
7239	chair_1195.pcd	chair	-1
7240	car_708.pcd	car	-1
7241	airplane_2458.pcd	airplane	36
7242	table_2792.pcd	table	-1
7243	table_3710.pcd	table	-1
7244	chair_316.pcd	chair	-1
7245	airplane_2424.pcd	airplane	-1
7246	chair_307.pcd	chair	13
7247	chair_651.pcd	chair	13
7248	airplane_1720.pcd	airplane	-1
7249	table_1543.pcd	table	-1
7250	airplane_2399.pcd	airplane	-1
7251	car_554.pcd	car	10
7252	knife_267.pcd	knife	7
7253	lamp_280.pcd	lamp	-1
7254	chair_3234.pcd	chair	-1
7255	car_499.pcd	car	10
7256	car_264.pcd	car	10
7257	guitar_785.pcd	guitar	7
7258	airplane_2504.pcd	airplane	25
7259	chair_2990.pcd	chair	-1
7260	table_271.pcd	table	-1
7261	guitar_473.pcd	guitar	7
7262	laptop_175.pcd	laptop	2
7263	table_4575.pcd	table	27
7264	chair_3449.pcd	chair	-1
7265	airplane_118.pcd	airplane	-1
7266	table_2362.pcd	table	27
7267	table_491.pcd	table	-1
7268	airplane_2259.pcd	airplane	-1
7269	airplane_828.pcd	airplane	37
7270	car_1785.pcd	car	10
7271	table_3276.pcd	table	-1
7272	guitar_752.pcd	guitar	7
7273	table_3230.pcd	table	-1
7274	mug_126.pcd	mug	1
7275	pistol_158.pcd	pistol	18
7276	airplane_1311.pcd	airplane	22
7277	table_1341.pcd	table	-1
7278	airplane_726.pcd	airplane	17
7279	laptop_335.pcd	laptop	2
7280	airplane_2221.pcd	airplane	-1
7281	pistol_66.pcd	pistol	18
7282	bag_18.pcd	bag	-1
7283	table_2532.pcd	table	-1
7284	table_3259.pcd	table	-1
7285	table_5018.pcd	table	-1
7286	chair_984.pcd	chair	13
7287	table_2838.pcd	table	27
7288	airplane_2012.pcd	airplane	34
7289	chair_2749.pcd	chair	-1
7290	table_1541.pcd	table	-1
7291	guitar_552.pcd	guitar	7
7292	table_4791.pcd	table	-1
7293	chair_758.pcd	chair	13
7294	guitar_537.pcd	guitar	7
7295	airplane_329.pcd	airplane	17
7296	car_750.pcd	car	-1
7297	table_2211.pcd	table	-1
7298	table_5160.pcd	table	27
7299	table_2527.pcd	table	27
7300	lamp_410.pcd	lamp	-1
7301	table_4340.pcd	table	-1
7302	airplane_2294.pcd	airplane	-1
7303	table_1974.pcd	table	-1
7304	chair_1608.pcd	chair	-1
7305	table_1303.pcd	table	-1
7306	chair_74.pcd	chair	13
7307	lamp_266.pcd	lamp	-1
7308	guitar_453.pcd	guitar	7
7309	car_1367.pcd	car	10
7310	lamp_1090.pcd	lamp	-1
7311	airplane_1508.pcd	airplane	-1
7312	table_2636.pcd	table	-1
7313	chair_3609.pcd	chair	13
7314	guitar_692.pcd	guitar	7
7315	car_1677.pcd	car	10
7316	chair_2333.pcd	chair	-1
7317	lamp_275.pcd	lamp	-1
7318	table_916.pcd	table	-1
7319	table_2852.pcd	table	-1
7320	table_3080.pcd	table	-1
7321	table_4722.pcd	table	-1
7322	lamp_1017.pcd	lamp	7
7323	table_4543.pcd	table	-1
7324	bag_16.pcd	bag	-1
7325	lamp_1121.pcd	lamp	-1
7326	table_3694.pcd	table	3
7327	car_1043.pcd	car	10
7328	airplane_66.pcd	airplane	16
7329	car_57.pcd	car	10
7330	table_2318.pcd	table	-1
7331	laptop_218.pcd	laptop	2
7332	chair_2835.pcd	chair	-1
7333	table_2845.pcd	table	-1
7334	table_4901.pcd	table	-1
7335	chair_477.pcd	chair	-1
7336	airplane_543.pcd	airplane	31
7337	airplane_464.pcd	airplane	34
7338	table_708.pcd	table	-1
7339	chair_1661.pcd	chair	-1
7340	car_1420.pcd	car	10
7341	car_1183.pcd	car	10
7342	table_257.pcd	table	-1
7343	table_4874.pcd	table	-1
7344	table_470.pcd	table	-1
7345	table_4091.pcd	table	27
7346	table_1362.pcd	table	-1
7347	knife_279.pcd	knife	7
7348	table_3620.pcd	table	-1
7349	airplane_2673.pcd	airplane	22
7350	table_422.pcd	table	-1
7351	laptop_143.pcd	laptop	2
7352	table_2279.pcd	table	-1
7353	guitar_519.pcd	guitar	7
7354	table_2653.pcd	table	27
7355	table_476.pcd	table	-1
7356	airplane_1921.pcd	airplane	-1
7357	table_3689.pcd	table	-1
7358	table_2692.pcd	table	-1
7359	airplane_778.pcd	airplane	-1
7360	pistol_55.pcd	pistol	18
7361	airplane_1430.pcd	airplane	-1
7362	guitar_645.pcd	guitar	7
7363	table_4720.pcd	table	-1
7364	table_2724.pcd	table	-1
7365	chair_1236.pcd	chair	-1
7366	motorbike_56.pcd	motorbike	-1
7367	airplane_1918.pcd	airplane	-1
7368	car_1540.pcd	car	10
7369	motorbike_151.pcd	motorbike	11
7370	table_3575.pcd	table	27
7371	table_169.pcd	table	-1
7372	table_330.pcd	table	-1
7373	car_579.pcd	car	10
7374	chair_28.pcd	chair	-1
7375	lamp_1164.pcd	lamp	5
7376	table_1859.pcd	table	-1
7377	table_1209.pcd	table	-1
7378	car_1444.pcd	car	10
